Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
24/12/2006;00:35:00;0.594;0.308;244.85;2.6;0.0;0.0;6.0
24/12/2006;00:36:00;0.673;0.295;245.01;2.9;0.0;0.0;3.0
24/12/2006;00:37:00;0.343;0.241;232.15;1.6;0.0;0.0;0.0
24/12/2006;00:38:00;0.441;0.091;242.24;1.9;0.0;0.0;2.0
24/12/2006;00:39:00;0.572;0.063;241.81;2.5;0.0;1.0;4.0
24/12/2006;00:40:00;0.268;0.242;246.37;1.1;0.0;0.0;0.0
24/12/2006;00:41:00;0.372;0.166;241.31;1.6;0.0;0.0;0.0
24/12/2006;00:42:00;0.334;0.272;242.31;1.5;0.0;0.0;0.0
24/12/2006;00:43:00;0.239;0.298;240.12;1.0;0.0;0.0;0.0
24/12/2006;00:44:00;0.414;0.066;237.39;1.8;0.0;0.0;18.0
24/12/2006;00:45:00;0.255;0.291;240.82;1.1;0.0;0.0;0.0
24/12/2006;00:46:00;0.389;0.077;244.8;1.7;0.0;0.0;0.0
24/12/2006;00:47:00;0.65;0.274;241.55;2.8;0.0;0.0;9.0
24/12/2006;00:48:00;0.484;0.121;238.52;2.1;0.0;0.0;13.0
24/12/2006;00:49:00;0.2;0.128;242.25;0.9;0.0;0.0;0.0
24/12/2006;00:50:00;0.613;0.126;235.26;2.7;0.0;0.0;15.0
24/12/2006;00:51:00;0.662;0.264;242.91;2.9;0.0;0.0;6.0
24/12/2006;00:52:00;0.49;0.354;243.99;2.1;0.0;0.0;7.0
24/12/2006;00:53:00;0.503;0.235;241.98;2.2;0.0;0.0;9.0
24/12/2006;00:54:00;0.436;0.273;241.8;1.9;0.0;0.0;7.0
24/12/2006;00:55:00;0.26;0.152;235.0;1.2;0.0;0.0;0.0
24/12/2006;00:56:00;3.661;0.297;242.7;15.9;0.0;0.0;12.0
24/12/2006;00:57:00;0.265;0.255;245.1;1.1;0.0;0.0;0.0
24/12/2006;00:58:00;0.544;0.058;244.37;2.3;0.0;2.0;14.0
24/12/2006;00:59:00;0.597;0.194;237.88;2.6;0.0;0.0;4.0
24/12/2006;01:00:00;0.357;0.211;237.46;1.6;0.0;0.0;0.0
24/12/2006;01:01:00;0.601;0.155;237.39;2.7;0.0;0.0;12.0
24/12/2006;01:02:00;0.473;0.237;235.74;2.1;0.0;0.0;8.0
24/12/2006;01:03:00;0.673;0.266;245.35;2.9;0.0;0.0;13.0
24/12/2006;01:04:00;0.325;0.286;246.61;1.4;0.0;0.0;0.0
24/12/2006;01:05:00;0.238;0.25;242.9;1.0;0.0;0.0;0.0
24/12/2006;01:06:00;0.659;0.221;243.63;2.8;0.0;0.0;5.0
24/12/2006;01:07:00;0.65;0.281;242.22;2.8;0.0;2.0;4.0
24/12/2006;01:08:00;4.556;0.242;241.22;19.9;0.0;0.0;22.0
24/12/2006;01:09:00;0.37;0.132;237.71;1.6;0.0;0.0;0.0
24/12/2006;01:10:00;0.583;0.15;244.01;2.5;0.0;0.0;5.0
24/12/2006;01:11:00;0.269;0.085;241.27;1.2;0.0;0.0;0.0
24/12/2006;01:12:00;0.264;0.317;239.77;1.2;0.0;0.0;0.0
24/12/2006;01:13:00;0.229;0.13;236.7;1.0;0.0;0.0;0.0
24/12/2006;01:14:00;0.377;0.093;237.19;1.7;0.0;0.0;0.0
24/12/2006;01:15:00;0.394;0.245;236.95;1.8;0.0;0.0;0.0
24/12/2006;01:16:00;0.381;0.362;245.36;1.6;0.0;0.0;0.0
24/12/2006;01:17:00;0.642;0.127;237.51;2.8;0.0;0.0;12.0
24/12/2006;01:18:00;0.678;0.315;233.19;3.1;0.0;0.0;3.0
24/12/2006;01:19:00;0.231;0.097;242.14;1.0;0.0;0.0;0.0
24/12/2006;01:20:00;0.26;0.282;242.03;1.1;0.0;0.0;0.0
24/12/2006;01:21:00;0.642;0.19;232.89;2.9;0.0;0.0;18.0
24/12/2006;01:22:00;4.37;0.326;241.04;19.1;0.0;0.0;28.0
24/12/2006;01:23:00;0.514;0.367;245.47;2.2;0.0;0.0;4.0
24/12/2006;01:24:00;0.696;0.129;246.94;3.0;0.0;0.0;7.0
24/12/2006;01:25:00;0.293;0.343;237.06;1.3;0.0;0.0;0.0
24/12/2006;01:26:00;0.374;0.153;243.87;1.6;0.0;0.0;0.0
24/12/2006;01:27:00;0.383;0.281;245.37;1.6;0.0;0.0;0.0
24/12/2006;01:28:00;0.549;0.141;241.18;2.4;0.0;0.0;4.0
24/12/2006;01:29:00;0.436;0.247;241.52;1.9;0.0;1.0;12.0
24/12/2006;01:30:00;0.271;0.254;244.65;1.2;0.0;0.0;0.0
24/12/2006;01:31:00;0.422;0.162;245.4;1.8;0.0;0.0;7.0
24/12/2006;01:32:00;0.382;0.251;242.55;1.7;0.0;0.0;0.0
24/12/2006;01:33:00;0.515;0.108;237.53;2.3;0.0;0.0;1.0
24/12/2006;01:34:00;0.47;0.081;242.09;2.0;0.0;2.0;10.0
24/12/2006;01:35:00;0.264;0.185;240.59;1.2;0.0;0.0;0.0
24/12/2006;01:36:00;0.21;0.187;237.02;0.9;0.0;0.0;0.0
24/12/2006;01:37:00;0.356;0.325;240.25;1.6;0.0;0.0;0.0
24/12/2006;01:38:00;0.251;0.183;245.23;1.1;0.0;0.0;0.0
24/12/2006;01:39:00;0.648;0.184;245.63;2.8;0.0;0.0;2.0
24/12/2006;01:40:00;0.665;0.137;244.33;2.9;0.0;0.0;2.0
24/12/2006;01:41:00;0.343;0.287;235.63;1.5;0.0;0.0;0.0
24/12/2006;01:42:00;0.233;0.201;239.65;1.0;0.0;0.0;0.0
24/12/2006;01:43:00;0.498;0.114;240.46;2.2;0.0;0.0;15.0
24/12/2006;01:44:00;0.27;0.165;245.0;1.2;0.0;0.0;0.0
24/12/2006;01:45:00;0.297;0.056;240.78;1.3;0.0;0.0;0.0
24/12/2006;01:46:00;0.626;0.369;237.02;2.8;0.0;0.0;4.0
24/12/2006;01:47:00;0.399;0.345;240.05;1.7;0.0;0.0;0.0
24/12/2006;01:48:00;3.805;0.193;240.11;16.7;0.0;0.0;11.0
24/12/2006;01:49:00;0.382;0.25;240.95;1.7;0.0;0.0;0.0
24/12/2006;01:50:00;0.403;0.298;241.67;1.8;0.0;0.0;2.0
24/12/2006;01:51:00;0.263;0.196;248.54;1.1;0.0;0.0;0.0
24/12/2006;01:52:00;0.676;0.154;238.91;3.0;0.0;0.0;8.0
24/12/2006;01:53:00;0.321;0.149;243.02;1.4;0.0;0.0;0.0
24/12/2006;01:54:00;4.812;0.331;241.52;21.0;0.0;2.0;14.0
24/12/2006;01:55:00;0.465;0.267;241.92;2.0;0.0;0.0;11.0
24/12/2006;01:56:00;0.233;0.177;238.87;1.0;0.0;0.0;0.0
24/12/2006;01:57:00;0.621;0.265;241.74;2.7;0.0;0.0;2.0
24/12/2006;01:58:00;0.259;0.276;234.74;1.2;0.0;0.0;0.0
24/12/2006;01:59:00;0.293;0.085;235.66;1.3;0.0;0.0;0.0
24/12/2006;02:00:00;0.6;0.185;240.83;2.6;0.0;0.0;17.0
24/12/2006;02:01:00;0.555;0.319;240.71;2.4;0.0;0.0;11.0
24/12/2006;02:02:00;0.337;0.092;244.69;1.4;0.0;1.0;0.0
24/12/2006;02:03:00;4.943;0.089;237.17;21.9;0.0;0.0;12.0
24/12/2006;02:04:00;0.361;0.228;241.31;1.6;0.0;0.0;0.0
24/12/2006;02:05:00;0.433;0.318;234.86;1.9;0.0;0.0;12.0
24/12/2006;02:06:00;0.304;0.107;240.51;1.3;0.0;0.0;0.0
24/12/2006;02:07:00;0.678;0.218;241.41;3.0;0.0;0.0;9.0
24/12/2006;02:08:00;0.569;0.093;237.89;2.5;0.0;0.0;6.0
24/12/2006;02:09:00;0.304;0.314;242.98;1.3;0.0;0.0;0.0
24/12/2006;02:10:00;0.458;0.151;237.04;2.0;0.0;0.0;5.0
24/12/2006;02:11:00;0.217;0.309;241.73;0.9;0.0;0.0;0.0
24/12/2006;02:12:00;0.638;0.071;240.81;2.8;0.0;0.0;14.0
24/12/2006;02:13:00;0.273;0.288;239.59;1.2;0.0;0.0;0.0
24/12/2006;02:14:00;0.63;0.181;242.64;2.7;0.0;0.0;3.0
24/12/2006;02:15:00;0.201;0.309;246.07;0.9;0.0;0.0;0.0
24/12/2006;02:16:00;0.658;0.193;236.96;2.9;0.0;0.0;10.0
24/12/2006;02:17:00;0.209;0.275;238.7;0.9;0.0;0.0;0.0
24/12/2006;02:18:00;0.465;0.34;236.23;2.1;0.0;2.0;3.0
24/12/2006;02:19:00;0.671;0.124;236.43;3.0;0.0;0.0;11.0
24/12/2006;02:20:00;0.236;0.056;245.05;1.0;0.0;0.0;0.0
24/12/2006;02:21:00;0.36;0.074;239.28;1.6;0.0;0.0;0.0
24/12/2006;02:22:00;?;?;?;?;?;?;?
24/12/2006;02:23:00;0.408;0.305;235.93;1.8;0.0;0.0;12.0
24/12/2006;02:24:00;0.548;0.135;237.15;2.4;0.0;0.0;16.0
24/12/2006;02:25:00;0.234;0.289;245.85;1.0;0.0;0.0;0.0
24/12/2006;02:26:00;0.348;0.186;241.09;1.5;0.0;0.0;0.0
24/12/2006;02:27:00;0.456;0.157;241.85;2.0;0.0;2.0;3.0
24/12/2006;02:28:00;0.224;0.205;237.78;1.0;0.0;0.0;0.0
24/12/2006;02:29:00;0.288;0.266;237.06;1.3;0.0;0.0;0.0
24/12/2006;02:30:00;3.271;0.392;243.03;14.2;0.0;0.0;15.0
24/12/2006;02:31:00;0.571;0.093;239.97;2.5;0.0;0.0;14.0
24/12/2006;02:32:00;0.64;0.313;248.16;2.7;0.0;0.0;6.0
24/12/2006;02:33:00;0.5;0.213;243.46;2.2;0.0;0.0;6.0
24/12/2006;02:34:00;0.34;0.333;242.31;1.5;0.0;0.0;0.0
24/12/2006;02:35:00;0.425;0.189;237.91;1.9;0.0;0.0;2.0
24/12/2006;02:36:00;0.22;0.123;239.84;1.0;0.0;0.0;0.0
24/12/2006;02:37:00;0.474;0.2;241.85;2.1;0.0;0.0;9.0
24/12/2006;02:38:00;0.484;0.21;242.52;2.1;0.0;0.0;10.0
24/12/2006;02:39:00;0.475;0.154;243.69;2.1;0.0;0.0;16.0
24/12/2006;02:40:00;0.341;0.345;239.87;1.5;0.0;0.0;0.0
24/12/2006;02:41:00;0.556;0.184;238.1;2.5;0.0;0.0;1.0
24/12/2006;02:42:00;0.441;0.196;237.36;2.0;0.0;0.0;3.0
24/12/2006;02:43:00;0.472;0.104;244.94;2.0;0.0;0.0;8.0
24/12/2006;02:44:00;0.379;0.155;239.8;1.7;0.0;0.0;0.0
24/12/2006;02:45:00;0.566;0.349;237.22;2.5;0.0;0.0;11.0
24/12/2006;02:46:00;0.248;0.34;237.74;1.1;0.0;0.0;0.0
24/12/2006;02:47:00;3.647;0.081;246.11;15.6;0.0;0.0;22.0
24/12/2006;02:48:00;3.005;0.258;244.01;13.0;0.0;0.0;15.0
24/12/2006;02:49:00;0.216;0.353;238.95;1.0;0.0;0.0;0.0
24/12/2006;02:50:00;0.423;0.14;240.03;1.9;0.0;0.0;3.0
24/12/2006;02:51:00;0.68;0.263;240.82;3.0;0.0;0.0;4.0
24/12/2006;02:52:00;0.575;0.091;241.98;2.5;0.0;0.0;13.0
24/12/2006;02:53:00;0.614;0.339;238.26;2.7;0.0;0.0;1.0
24/12/2006;02:54:00;0.464;0.243;237.0;2.1;0.0;0.0;9.0
24/12/2006;02:55:00;0.276;0.298;245.72;1.2;0.0;0.0;0.0
24/12/2006;02:56:00;0.442;0.278;244.62;1.9;0.0;0.0;9.0
24/12/2006;02:57:00;0.372;0.312;240.61;1.6;0.0;0.0;0.0
24/12/2006;02:58:00;0.398;0.257;239.46;1.7;0.0;0.0;0.0
24/12/2006;02:59:00;0.424;0.179;245.05;1.8;0.0;0.0;1.0
24/12/2006;03:00:00;0.419;0.346;244.65;1.8;0.0;0.0;14.0
24/12/2006;03:01:00;0.225;0.311;241.43;1.0;0.0;0.0;0.0
24/12/2006;03:02:00;0.274;0.233;237.15;1.2;0.0;0.0;0.0
24/12/2006;03:03:00;0.564;0.352;237.53;2.5;0.0;0.0;7.0
24/12/2006;03:04:00;0.604;0.335;241.12;2.6;0.0;0.0;7.0
24/12/2006;03:05:00;0.372;0.189;239.23;1.6;0.0;0.0;0.0
24/12/2006;03:06:00;0.334;0.074;240.85;1.5;0.0;0.0;0.0
24/12/2006;03:07:00;?;?;?;?;?;?;?
24/12/2006;03:08:00;0.687;0.18;239.31;3.0;0.0;0.0;13.0
24/12/2006;03:09:00;0.363;0.211;246.97;1.5;0.0;0.0;0.0
24/12/2006;03:10:00;0.46;0.229;237.96;2.0;0.0;0.0;13.0
24/12/2006;03:11:00;0.367;0.304;236.79;1.6;0.0;0.0;0.0
24/12/2006;03:12:00;0.336;0.064;244.15;1.4;0.0;0.0;0.0
24/12/2006;03:13:00;0.366;0.221;242.3;1.6;0.0;0.0;0.0
24/12/2006;03:14:00;0.413;0.342;235.97;1.8;0.0;0.0;15.0
24/12/2006;03:15:00;0.502;0.357;238.12;2.2;0.0;0.0;15.0
24/12/2006;03:16:00;?;?;?;?;?;?;?
24/12/2006;03:17:00;0.486;0.281;242.84;2.1;0.0;0.0;6.0
24/12/2006;03:18:00;0.385;0.298;238.54;1.7;0.0;0.0;0.0
24/12/2006;03:19:00;3.702;0.463;240.05;16.2;0.0;0.0;13.0
24/12/2006;03:20:00;0.254;0.186;239.59;1.1;0.0;0.0;0.0
24/12/2006;03:21:00;0.376;0.078;244.9;1.6;0.0;0.0;0.0
24/12/2006;03:22:00;0.372;0.184;236.86;1.7;0.0;0.0;0.0
24/12/2006;03:23:00;0.296;0.303;241.92;1.3;0.0;0.0;0.0
24/12/2006;03:24:00;0.553;0.36;236.59;2.5;0.0;0.0;9.0
24/12/2006;03:25:00;0.298;0.254;243.21;1.3;0.0;0.0;0.0
24/12/2006;03:26:00;0.454;0.081;240.89;2.0;0.0;0.0;18.0
24/12/2006;03:27:00;0.672;0.29;239.69;3.0;0.0;0.0;13.0
24/12/2006;03:28:00;0.468;0.352;240.52;2.0;0.0;0.0;2.0
24/12/2006;03:29:00;0.447;0.231;238.94;2.0;0.0;0.0;16.0
24/12/2006;03:30:00;0.31;0.305;247.67;1.3;0.0;0.0;0.0
24/12/2006;03:31:00;?;?;?;?;?;?;?
24/12/2006;03:32:00;0.572;0.366;242.65;2.5;0.0;0.0;8.0
24/12/2006;03:33:00;0.669;0.352;244.41;2.9;0.0;0.0;6.0
24/12/2006;03:34:00;0.582;0.217;241.1;2.5;0.0;0.0;8.0
24/12/2006;03:35:00;0.343;0.164;243.41;1.5;0.0;0.0;0.0
24/12/2006;03:36:00;0.43;0.356;237.05;1.9;0.0;0.0;5.0
24/12/2006;03:37:00;0.283;0.26;238.28;1.3;0.0;0.0;0.0
24/12/2006;03:38:00;0.21;0.259;239.2;0.9;0.0;0.0;0.0
24/12/2006;03:39:00;0.236;0.083;242.03;1.0;0.0;2.0;0.0
24/12/2006;03:40:00;0.447;0.153;236.11;2.0;0.0;0.0;5.0
24/12/2006;03:41:00;?;?;?;?;?;?;?
24/12/2006;03:42:00;3.483;0.365;242.68;15.1;0.0;0.0;14.0
24/12/2006;03:43:00;0.266;0.084;238.06;1.2;0.0;0.0;0.0
24/12/2006;03:44:00;0.349;0.223;242.4;1.5;0.0;0.0;0.0
24/12/2006;03:45:00;0.624;0.273;238.45;2.8;0.0;0.0;13.0
24/12/2006;03:46:00;0.298;0.1;237.81;1.3;0.0;0.0;0.0
24/12/2006;03:47:00;0.649;0.35;246.54;2.8;0.0;0.0;3.0
24/12/2006;03:48:00;0.354;0.059;242.06;1.5;0.0;0.0;0.0
24/12/2006;03:49:00;0.584;0.188;242.04;2.5;0.0;0.0;11.0
24/12/2006;03:50:00;0.55;0.122;240.36;2.4;0.0;0.0;17.0
24/12/2006;03:51:00;0.641;0.347;241.4;2.8;0.0;0.0;15.0
24/12/2006;03:52:00;0.419;0.148;241.77;1.8;0.0;0.0;13.0
24/12/2006;03:53:00;0.231;0.08;235.35;1.0;0.0;0.0;0.0
24/12/2006;03:54:00;0.573;0.347;240.42;2.5;0.0;0.0;15.0
24/12/2006;03:55:00;0.291;0.32;240.09;1.3;0.0;0.0;0.0
24/12/2006;03:56:00;0.642;0.359;237.5;2.8;0.0;0.0;18.0
24/12/2006;03:57:00;5.051;0.283;238.42;22.3;0.0;0.0;22.0
24/12/2006;03:58:00;0.232;0.133;239.98;1.0;0.0;0.0;0.0
24/12/2006;03:59:00;0.484;0.285;241.1;2.1;0.0;0.0;16.0
24/12/2006;04:00:00;0.499;0.215;244.13;2.2;0.0;0.0;13.0
24/12/2006;04:01:00;0.553;0.173;242.06;2.4;0.0;0.0;16.0
24/12/2006;04:02:00;0.239;0.228;242.28;1.0;0.0;0.0;0.0
24/12/2006;04:03:00;0.374;0.174;237.53;1.7;0.0;0.0;0.0
24/12/2006;04:04:00;0.361;0.2;242.09;1.6;0.0;0.0;0.0
24/12/2006;04:05:00;0.458;0.155;242.46;2.0;0.0;0.0;9.0
24/12/2006;04:06:00;0.64;0.16;239.93;2.8;0.0;0.0;8.0
24/12/2006;04:07:00;2.859;0.279;237.91;12.6;0.0;0.0;22.0
24/12/2006;04:08:00;0.218;0.185;239.95;1.0;0.0;0.0;0.0
24/12/2006;04:09:00;0.408;0.151;238.04;1.8;0.0;0.0;4.0
24/12/2006;04:10:00;0.696;0.344;240.93;3.0;0.0;0.0;10.0
24/12/2006;04:11:00;0.584;0.34;246.43;2.5;0.0;0.0;13.0
24/12/2006;04:12:00;0.4;0.119;242.69;1.7;0.0;0.0;0.0
24/12/2006;04:13:00;0.459;0.301;238.17;2.0;0.0;0.0;10.0
24/12/2006;04:14:00;0.277;0.285;236.05;1.2;0.0;0.0;0.0
24/12/2006;04:15:00;0.349;0.132;241.42;1.5;0.0;0.0;0.0
24/12/2006;04:16:00;0.25;0.066;240.19;1.1;0.0;0.0;0.0
24/12/2006;04:17:00;0.521;0.363;249.23;2.2;0.0;0.0;12.0
24/12/2006;04:18:00;0.34;0.299;238.44;1.5;0.0;1.0;0.0
24/12/2006;04:19:00;0.265;0.345;242.57;1.1;0.0;0.0;0.0
24/12/2006;04:20:00;2.542;0.346;239.12;11.2;0.0;0.0;25.0
24/12/2006;04:21:00;3.599;0.176;242.86;15.6;0.0;0.0;15.0
24/12/2006;04:22:00;0.357;0.341;245.12;1.5;0.0;0.0;0.0
24/12/2006;04:23:00;0.541;0.263;246.03;2.3;0.0;0.0;9.0
24/12/2006;04:24:00;0.491;0.103;236.49;2.2;0.0;0.0;15.0
24/12/2006;04:25:00;0.35;0.194;244.05;1.5;0.0;0.0;0.0
24/12/2006;04:26:00;0.245;0.188;237.67;1.1;0.0;0.0;0.0
24/12/2006;04:27:00;0.575;0.242;241.79;2.5;0.0;0.0;7.0
24/12/2006;04:28:00;0.68;0.294;237.59;3.0;0.0;0.0;17.0
24/12/2006;04:29:00;0.368;0.071;242.27;1.6;0.0;0.0;0.0
24/12/2006;04:30:00;0.385;0.316;236.77;1.7;0.0;0.0;0.0
24/12/2006;04:31:00;0.435;0.064;241.23;1.9;0.0;0.0;5.0
24/12/2006;04:32:00;2.558;0.166;238.34;11.3;0.0;0.0;25.0
24/12/2006;04:33:00;0.338;0.24;241.44;1.5;0.0;0.0;0.0
24/12/2006;04:34:00;0.42;0.079;244.7;1.8;0.0;1.0;14.0
24/12/2006;04:35:00;0.393;0.185;243.97;1.7;0.0;0.0;0.0
24/12/2006;04:36:00;0.568;0.248;241.14;2.5;0.0;0.0;3.0
24/12/2006;04:37:00;0.321;0.105;242.1;1.4;0.0;0.0;0.0
24/12/2006;04:38:00;3.286;0.092;233.97;14.8;0.0;0.0;22.0
24/12/2006;04:39:00;0.204;0.314;244.81;0.9;0.0;0.0;0.0
24/12/2006;04:40:00;0.529;0.19;245.83;2.3;0.0;0.0;13.0
24/12/2006;04:41:00;0.638;0.182;243.79;2.8;0.0;0.0;9.0
24/12/2006;04:42:00;0.577;0.117;241.67;2.5;0.0;1.0;3.0
24/12/2006;04:43:00;0.579;0.271;237.24;2.6;0.0;0.0;8.0
24/12/2006;04:44:00;0.32;0.26;240.71;1.4;0.0;0.0;0.0
24/12/2006;04:45:00;0.444;0.157;231.83;2.0;0.0;0.0;11.0
24/12/2006;04:46:00;0.475;0.271;236.04;2.1;0.0;0.0;18.0
24/12/2006;04:47:00;0.257;0.161;240.44;1.1;0.0;0.0;0.0
24/12/2006;04:48:00;0.537;0.367;243.41;2.3;0.0;0.0;17.0
24/12/2006;04:49:00;0.555;0.31;241.6;2.4;0.0;0.0;15.0
24/12/2006;04:50:00;0.499;0.265;239.86;2.2;0.0;0.0;10.0
24/12/2006;04:51:00;0.583;0.168;240.83;2.5;0.0;0.0;18.0
24/12/2006;04:52:00;0.67;0.25;240.61;2.9;0.0;0.0;3.0
24/12/2006;04:53:00;0.226;0.316;239.57;1.0;0.0;2.0;0.0
24/12/2006;04:54:00;0.562;0.115;241.35;2.5;0.0;1.0;15.0
24/12/2006;04:55:00;0.312;0.299;240.22;1.4;0.0;0.0;0.0
24/12/2006;04:56:00;0.206;0.234;242.08;0.9;0.0;0.0;0.0
24/12/2006;04:57:00;0.3;0.107;240.01;1.3;0.0;0.0;0.0
24/12/2006;04:58:00;0.509;0.221;243.26;2.2;0.0;0.0;18.0
24/12/2006;04:59:00;0.374;0.27;239.58;1.6;0.0;0.0;0.0
24/12/2006;05:00:00;0.634;0.296;243.44;2.7;0.0;0.0;11.0
24/12/2006;05:01:00;0.247;0.343;234.26;1.1;0.0;0.0;0.0
24/12/2006;05:02:00;0.259;0.182;244.98;1.1;0.0;0.0;0.0
24/12/2006;05:03:00;0.517;0.358;240.02;2.3;0.0;0.0;6.0
24/12/2006;05:04:00;0.59;0.209;235.93;2.6;0.0;0.0;3.0
24/12/2006;05:05:00;3.089;0.072;242.63;13.4;0.0;0.0;22.0
24/12/2006;05:06:00;0.611;0.119;237.52;2.7;0.0;0.0;1.0
24/12/2006;05:07:00;0.495;0.247;246.29;2.1;0.0;0.0;5.0
24/12/2006;05:08:00;0.25;0.138;239.12;1.1;0.0;0.0;0.0
24/12/2006;05:09:00;0.316;0.196;239.1;1.4;0.0;2.0;0.0
24/12/2006;05:10:00;0.669;0.251;242.13;2.9;0.0;0.0;2.0
24/12/2006;05:11:00;0.378;0.214;231.83;1.7;0.0;0.0;0.0
24/12/2006;05:12:00;0.239;0.228;245.83;1.0;0.0;0.0;0.0
24/12/2006;05:13:00;0.523;0.188;245.16;2.2;0.0;0.0;8.0
24/12/2006;05:14:00;0.667;0.216;240.47;2.9;0.0;0.0;17.0
24/12/2006;05:15:00;0.313;0.252;242.32;1.4;0.0;0.0;0.0
24/12/2006;05:16:00;0.694;0.365;244.12;3.0;0.0;0.0;4.0
24/12/2006;05:17:00;0.302;0.245;245.56;1.3;0.0;0.0;0.0
24/12/2006;05:18:00;0.616;0.199;239.95;2.7;0.0;0.0;16.0
24/12/2006;05:19:00;0.442;0.336;241.0;1.9;0.0;0.0;16.0
24/12/2006;05:20:00;0.696;0.167;239.83;3.1;0.0;0.0;17.0
24/12/2006;05:21:00;0.518;0.137;236.15;2.3;0.0;2.0;6.0
24/12/2006;05:22:00;0.576;0.205;238.39;2.5;0.0;0.0;10.0
24/12/2006;05:23:00;0.603;0.055;247.5;2.6;0.0;0.0;15.0
24/12/2006;05:24:00;0.675;0.351;243.29;2.9;0.0;0.0;11.0
24/12/2006;05:25:00;0.477;0.354;244.53;2.1;0.0;0.0;17.0
24/12/2006;05:26:00;0.663;0.31;243.16;2.9;0.0;0.0;2.0
24/12/2006;05:27:00;0.53;0.175;246.14;2.3;0.0;0.0;16.0
24/12/2006;05:28:00;0.298;0.201;241.58;1.3;0.0;0.0;0.0
24/12/2006;05:29:00;0.373;0.054;240.88;1.6;0.0;0.0;0.0
24/12/2006;05:30:00;0.659;0.08;243.03;2.9;0.0;0.0;8.0
24/12/2006;05:31:00;0.435;0.145;238.56;1.9;0.0;0.0;13.0
24/12/2006;05:32:00;3.458;0.274;242.0;15.0;0.0;0.0;14.0
24/12/2006;05:33:00;0.548;0.232;246.12;2.3;0.0;0.0;10.0
24/12/2006;05:34:00;0.456;0.234;242.38;2.0;0.0;0.0;9.0
24/12/2006;05:35:00;0.658;0.061;245.1;2.8;0.0;0.0;2.0
24/12/2006;05:36:00;0.468;0.205;237.25;2.1;0.0;0.0;11.0
24/12/2006;05:37:00;0.415;0.169;242.3;1.8;0.0;2.0;12.0
24/12/2006;05:38:00;0.603;0.059;239.89;2.6;0.0;0.0;10.0
24/12/2006;05:39:00;0.486;0.259;235.86;2.2;0.0;0.0;11.0
24/12/2006;05:40:00;0.251;0.24;232.98;1.1;0.0;0.0;0.0
24/12/2006;05:41:00;0.646;0.363;241.83;2.8;0.0;0.0;4.0
24/12/2006;05:42:00;0.439;0.063;239.15;1.9;0.0;0.0;11.0
24/12/2006;05:43:00;0.572;0.195;233.06;2.6;0.0;0.0;10.0
24/12/2006;05:44:00;0.322;0.157;243.76;1.4;0.0;0.0;0.0
24/12/2006;05:45:00;0.205;0.338;238.29;0.9;0.0;0.0;0.0
24/12/2006;05:46:00;0.601;0.109;238.84;2.6;0.0;0.0;3.0
24/12/2006;05:47:00;0.33;0.129;242.34;1.4;0.0;0.0;0.0
24/12/2006;05:48:00;0.51;0.297;242.85;2.2;0.0;0.0;8.0
24/12/2006;05:49:00;0.317;0.163;244.2;1.4;0.0;0.0;0.0
24/12/2006;05:50:00;0.658;0.087;239.99;2.9;0.0;0.0;7.0
24/12/2006;05:51:00;0.468;0.338;243.4;2.0;0.0;0.0;3.0
24/12/2006;05:52:00;0.65;0.248;239.14;2.9;0.0;0.0;3.0
24/12/2006;05:53:00;0.335;0.348;237.42;1.5;0.0;0.0;0.0
24/12/2006;05:54:00;0.462;0.314;240.13;2.0;0.0;0.0;5.0
24/12/2006;05:55:00;0.205;0.355;242.09;0.9;0.0;0.0;0.0
24/12/2006;05:56:00;0.62;0.061;246.82;2.6;0.0;0.0;4.0
24/12/2006;05:57:00;0.255;0.056;246.27;1.1;0.0;0.0;0.0
24/12/2006;05:58:00;0.524;0.257;240.39;2.3;0.0;0.0;6.0
24/12/2006;05:59:00;0.38;0.354;242.43;1.6;0.0;0.0;0.0
24/12/2006;06:00:00;2.113;0.356;234.65;9.5;0.0;0.0;24.0
24/12/2006;06:01:00;1.471;0.25;236.36;6.6;0.0;0.0;17.0
24/12/2006;06:02:00;1.341;0.339;242.03;5.8;0.0;0.0;26.0
24/12/2006;06:03:00;1.588;0.127;240.96;6.9;0.0;0.0;17.0
24/12/2006;06:04:00;2.027;0.402;239.48;8.9;0.0;0.0;26.0
24/12/2006;06:05:00;1.963;0.157;244.74;8.4;0.0;0.0;27.0
24/12/2006;06:06:00;1.155;0.128;236.0;5.2;0.0;0.0;11.0
24/12/2006;06:07:00;0.919;0.227;241.66;4.0;0.0;0.0;9.0
24/12/2006;06:08:00;1.837;0.216;233.92;8.3;0.0;0.0;15.0
24/12/2006;06:09:00;1.813;0.286;238.84;8.0;0.0;0.0;26.0
24/12/2006;06:10:00;5.735;0.384;246.24;24.5;0.0;0.0;12.0
24/12/2006;06:11:00;1.64;0.356;244.44;7.1;0.0;0.0;25.0
24/12/2006;06:12:00;1.816;0.09;242.56;7.9;0.0;0.0;25.0
24/12/2006;06:13:00;1.257;0.25;239.75;5.5;0.0;0.0;24.0
24/12/2006;06:14:00;2.007;0.318;233.45;9.0;0.0;2.0;23.0
24/12/2006;06:15:00;1.483;0.387;237.59;6.6;0.0;0.0;27.0
